Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / International,Price / International,Compare At Price / International,Status
eng-pokemon-sv4-5-paldean-fates-164-091-flittle-psychic-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	164/091	Flittle	[Psychic]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_250.jpg?v=1717134003,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-165-091-tinkatink-psychic-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	165/091	Tinkatink	[Psychic]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_251.jpg?v=1717134014,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-166-091-tinkatuff-psychic-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	166/091	Tinkatuff	[Psychic]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,6.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_252.jpg?v=1717134028,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-167-091-tinkaton-psychic-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	167/091	Tinkaton	[Psychic]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_253.jpg?v=1717134042,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-168-091-houndstone-psychic-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	168/091	Houndstone	[Psychic]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Psychic",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_254.jpg?v=1717134054,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-169-091-mankey-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	169/091	Mankey	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_256.jpg?v=1717134065,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-170-091-primeape-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	170/091	Primeape	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_257.jpg?v=1717134088,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-171-091-annihilape-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	171/091	Annihilape	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_258.jpg?v=1717134100,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-172-091-paldean-tauros-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	172/091	Paldean Tauros	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.1,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_259.jpg?v=1717134110,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-173-091-riolu-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	173/091	Riolu	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,9.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_260.jpg?v=1717134123,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-174-091-lucario-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	174/091	Lucario	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_261.jpg?v=1717134134,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-175-091-hawlucha-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	175/091	Hawlucha	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_262.jpg?v=1717134151,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-176-091-nacli-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	176/091	Nacli	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_263.jpg?v=1717134163,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-177-091-naclstack-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	177/091	Naclstack	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_264.jpg?v=1717134174,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-178-091-garganacl-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	178/091	Garganacl	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.1,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_265.jpg?v=1717134190,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-179-091-glimmet-fighting-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	179/091	Glimmet	[Fighting]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Fighting",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_266.jpg?v=1717134207,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-180-091-paldean-wooper-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	180/091	Paldean Wooper	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_267.jpg?v=1717134234,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-181-091-murkrow-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	181/091	Murkrow	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_268.jpg?v=1717134244,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-182-091-sneasel-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	182/091	Sneasel	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_269.jpg?v=1717134256,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-183-091-weavile-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	183/091	Weavile	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_270.jpg?v=1717134268,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-184-091-sableye-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	184/091	Sableye	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_271.jpg?v=1717134282,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-185-091-pawniard-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	185/091	Pawniard	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_272.jpg?v=1717134291,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-186-091-bisharp-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	186/091	Bisharp	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,3.3,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_273.jpg?v=1717134302,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-187-091-kingambit-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	187/091	Kingambit	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_274.jpg?v=1717134314,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-188-091-mabosstiff-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	188/091	Mabosstiff	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_275.jpg?v=1717134327,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-189-091-shroodle-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	189/091	Shroodle	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_276.jpg?v=1717134338,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-190-091-grafaiai-darkness-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	190/091	Grafaiai	[Darkness]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dark",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,7.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_277.jpg?v=1717134352,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-191-091-scizor-metal-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	191/091	Scizor	[Metal]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,2.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_278.jpg?v=1717134362,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-192-091-varoom-metal-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	192/091	Varoom	[Metal]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_279.jpg?v=1717134385,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-193-091-revavroom-metal-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	193/091	Revavroom	[Metal]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Metal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,7.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_280.jpg?v=1717134395,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-194-091-noibat-dragon-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	194/091	Noibat	[Dragon]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,5.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_281.jpg?v=1717134418,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-195-091-cyclizar-dragon-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	195/091	Cyclizar	[Dragon]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Dragon",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,18.8,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_282.jpg?v=1717134428,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-196-091-pidgey-colorless-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	196/091	Pidgey	[Colorless]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Normal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_283.jpg?v=1717134436,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-197-091-pidgeotto-colorless-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	197/091	Pidgeotto	[Colorless]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Normal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,7.4,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_284.jpg?v=1717134448,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-198-091-jigglypuff-colorless-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	198/091	Jigglypuff	[Colorless]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Normal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,4.7,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_285.jpg?v=1717134462,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
eng-pokemon-sv4-5-paldean-fates-199-091-doduo-colorless-sr-shiny-rare-foil,[ENG]	Pokemon	SV4.5	Paldean Fates:	199/091	Doduo	[Colorless]	[SR - Shiny Rare]	(Foil),,Sawadeekard,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,,"Card Type: Foil, Rarity: Shiny Rare (SR), Type: Normal",True,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,6.0,,True,False,,https://cdn.shopify.com/s/files/1/0790/3071/4677/files/SawadeekardPaldeanFatesPokemonSV4.5BabyShinySingaporeScarletVioletOnlineTCGMasterset_286.jpg?v=1717134474,1,,False,,,,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
